Campaign_ID,Company,Campaign_Type,Target_Audience,Gender,Age,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
909,NexGen Systems,Email,Men 25-34,Men,25-34,45 days,Instagram,0.12,19772,3.13,Los Angeles,French,390,6425,5,Fashionistas,28/06/21
910,Alpha Innovations,Social Media,All Ages,All,All Ages,15 days,Facebook,0.02,7441,7.95,Los Angeles,English,115,6606,7,Foodies,29/06/21
911,DataTech Solutions,Display,Men 25-34,Men,25-34,15 days,Instagram,0.06,9258,7.98,Chicago,English,774,8037,4,Health & Wellness,30/06/21
912,NexGen Systems,Display,All Ages,All,All Ages,60 days,Facebook,0.09,19266,5.32,Chicago,French,249,6219,1,Health & Wellness,07/01/21
913,NexGen Systems,Search,All Ages,All,All Ages,45 days,Instagram,0.15,10797,5.06,New York,German,423,2154,10,Tech Enthusiasts,07/02/21
914,Alpha Innovations,Influencer,All Ages,All,All Ages,30 days,YouTube,0.04,15949,5.87,Chicago,German,607,2857,3,Foodies,07/03/21
915,TechCorp,Social Media,All Ages,All,All Ages,45 days,YouTube,0.14,11429,6.9,Houston,German,976,8707,7,Fashionistas,07/04/21
916,DataTech Solutions,Influencer,Men 25-34,Men,25-34,60 days,Instagram,0.04,8515,2.78,Los Angeles,French,152,6533,10,Health & Wellness,07/05/21
917,Innovate Industries,Social Media,Men 25-34,Men,25-34,30 days,YouTube,0.1,11022,3.11,Los Angeles,Spanish,709,7382,8,Foodies,07/06/21
918,DataTech Solutions,Email,Women 35-44,Women,35-44,45 days,Website,0.02,17373,5.9,New York,Spanish,406,9078,10,Health & Wellness,07/07/21
919,TechCorp,Display,Men 25-34,Men,25-34,60 days,Google Ads,0.13,13444,4.77,Chicago,Mandarin,143,5198,2,Outdoor Adventurers,07/08/21
920,Alpha Innovations,Social Media,Men 25-34,Men,25-34,60 days,Email,0.11,18267,2.71,Miami,Mandarin,713,2781,9,Fashionistas,07/09/21
921,TechCorp,Influencer,Men 25-34,Men,25-34,45 days,Email,0.05,17185,5,New York,Mandarin,465,7105,9,Tech Enthusiasts,07/10/21
922,Innovate Industries,Search,Men 18-24,Men,18-24,45 days,Instagram,0.05,6168,7.47,Miami,Mandarin,144,2171,1,Foodies,07/11/21
923,Alpha Innovations,Display,All Ages,All,All Ages,15 days,YouTube,0.13,5415,4.65,New York,Mandarin,624,2430,2,Health & Wellness,07/12/21
924,Innovate Industries,Email,Men 25-34,Men,25-34,45 days,YouTube,0.04,13580,5.41,Houston,Mandarin,614,5273,9,Foodies,13/07/21
925,Innovate Industries,Social Media,All Ages,All,All Ages,60 days,YouTube,0.09,6258,4.01,Chicago,English,879,5281,9,Foodies,14/07/21
926,DataTech Solutions,Influencer,All Ages,All,All Ages,15 days,Website,0.13,17604,5.25,Miami,Mandarin,278,9591,10,Health & Wellness,15/07/21
927,DataTech Solutions,Social Media,Men 18-24,Men,18-24,30 days,Website,0.03,18699,4.33,Houston,Spanish,583,2856,8,Tech Enthusiasts,16/07/21
928,NexGen Systems,Social Media,Men 25-34,Men,25-34,60 days,YouTube,0.08,8471,3.7,Chicago,English,347,2133,8,Foodies,17/07/21
929,NexGen Systems,Social Media,Women 35-44,Women,35-44,45 days,Instagram,0.03,16294,5.41,New York,German,919,8709,2,Foodies,18/07/21
930,Alpha Innovations,Display,All Ages,All,All Ages,15 days,Website,0.13,16986,2.55,New York,Mandarin,908,1968,9,Tech Enthusiasts,19/07/21
931,Alpha Innovations,Search,Women 35-44,Women,35-44,60 days,YouTube,0.08,10197,6.36,Houston,Mandarin,292,6494,4,Outdoor Adventurers,20/07/21
932,Alpha Innovations,Search,Men 25-34,Men,25-34,15 days,Facebook,0.1,9723,3.67,Chicago,German,655,4817,6,Health & Wellness,21/07/21
933,Innovate Industries,Email,Women 25-34,Women,25-34,60 days,Website,0.01,15592,5.83,Chicago,Mandarin,262,2280,9,Health & Wellness,22/07/21
934,NexGen Systems,Search,Women 35-44,Women,35-44,30 days,Website,0.09,8889,4.68,Los Angeles,French,733,5645,7,Foodies,23/07/21
935,Alpha Innovations,Influencer,Men 18-24,Men,18-24,30 days,Website,0.13,8924,4.84,New York,French,831,6917,6,Outdoor Adventurers,24/07/21
936,Innovate Industries,Display,Men 25-34,Men,25-34,15 days,Google Ads,0.08,6089,2.24,Miami,French,690,2976,3,Fashionistas,25/07/21
937,Innovate Industries,Search,Men 18-24,Men,18-24,45 days,Google Ads,0.15,18187,7.57,Los Angeles,Spanish,240,7918,2,Foodies,26/07/21
938,Alpha Innovations,Email,Men 18-24,Men,18-24,45 days,Facebook,0.02,12416,3.07,Chicago,German,547,3996,9,Outdoor Adventurers,27/07/21
939,NexGen Systems,Influencer,Women 35-44,Women,35-44,15 days,YouTube,0.11,6795,5.44,Los Angeles,German,534,6614,1,Tech Enthusiasts,28/07/21
940,TechCorp,Influencer,Men 25-34,Men,25-34,60 days,Website,0.12,18603,6.98,New York,French,740,1181,1,Foodies,29/07/21
941,Innovate Industries,Social Media,Women 35-44,Women,35-44,45 days,Instagram,0.05,12988,6.89,New York,English,198,1415,2,Outdoor Adventurers,30/07/21
942,Alpha Innovations,Display,Women 25-34,Women,25-34,30 days,Website,0.02,8505,5.77,Houston,German,545,9721,2,Tech Enthusiasts,31/07/21
943,Innovate Industries,Display,All Ages,All,All Ages,15 days,Email,0.15,8623,3.09,Los Angeles,Mandarin,397,4772,3,Outdoor Adventurers,08/01/21
944,NexGen Systems,Display,Women 35-44,Women,35-44,30 days,YouTube,0.11,5699,6.41,New York,German,931,9604,9,Fashionistas,08/02/21
945,DataTech Solutions,Display,Women 35-44,Women,35-44,45 days,Facebook,0.15,5121,3.87,Los Angeles,Spanish,702,6887,1,Fashionistas,08/03/21
946,DataTech Solutions,Influencer,Women 25-34,Women,25-34,45 days,YouTube,0.01,5697,6,Houston,English,899,5163,2,Health & Wellness,08/04/21
947,Innovate Industries,Influencer,Men 18-24,Men,18-24,15 days,Website,0.01,11178,5.39,Los Angeles,French,328,8632,5,Fashionistas,08/05/21
948,Alpha Innovations,Search,Women 25-34,Women,25-34,15 days,Instagram,0.06,7000,5.9,Miami,German,868,8308,7,Fashionistas,08/06/21
949,Innovate Industries,Influencer,Men 18-24,Men,18-24,30 days,Email,0.03,16025,6.71,Houston,German,398,6013,10,Health & Wellness,08/07/21
950,NexGen Systems,Social Media,Men 25-34,Men,25-34,45 days,Email,0.05,9139,2.13,Miami,German,193,8708,1,Fashionistas,08/08/21
951,Innovate Industries,Search,All Ages,All,All Ages,15 days,Email,0.04,16839,4.72,Houston,Spanish,490,4451,2,Health & Wellness,08/09/21
952,TechCorp,Search,All Ages,All,All Ages,15 days,Google Ads,0.12,18860,5.1,Los Angeles,French,562,7982,8,Fashionistas,08/10/21
953,TechCorp,Social Media,Men 25-34,Men,25-34,30 days,Email,0.03,14402,3.47,Houston,Mandarin,649,6224,9,Fashionistas,08/11/21
954,DataTech Solutions,Display,Women 35-44,Women,35-44,15 days,Google Ads,0.06,17894,4.08,Houston,Mandarin,984,8637,9,Outdoor Adventurers,08/12/21
955,DataTech Solutions,Display,Women 35-44,Women,35-44,30 days,Email,0.13,14100,3.58,New York,Mandarin,436,3635,2,Outdoor Adventurers,13/08/21
956,Alpha Innovations,Social Media,Men 18-24,Men,18-24,30 days,Facebook,0.07,13112,7.42,Los Angeles,Spanish,204,7184,3,Fashionistas,14/08/21
957,NexGen Systems,Display,Women 25-34,Women,25-34,60 days,Email,0.13,15918,5.29,New York,English,723,3125,10,Foodies,15/08/21
958,Innovate Industries,Influencer,Men 18-24,Men,18-24,30 days,Email,0.01,17455,6.33,Los Angeles,German,235,9746,7,Outdoor Adventurers,16/08/21
959,Alpha Innovations,Display,Women 25-34,Women,25-34,30 days,Instagram,0.01,5106,3.27,Miami,Spanish,603,3439,10,Foodies,17/08/21
960,Innovate Industries,Social Media,Women 35-44,Women,35-44,60 days,Facebook,0.03,16375,7.27,Los Angeles,English,351,1101,8,Tech Enthusiasts,18/08/21
961,Alpha Innovations,Search,All Ages,All,All Ages,60 days,Instagram,0.05,10335,3.19,Miami,Spanish,396,7724,5,Tech Enthusiasts,19/08/21
962,TechCorp,Influencer,All Ages,All,All Ages,45 days,Instagram,0.05,19515,2.39,New York,Spanish,128,3767,7,Outdoor Adventurers,20/08/21
963,DataTech Solutions,Search,Women 35-44,Women,35-44,30 days,Email,0.14,17408,4.17,Chicago,Mandarin,665,3617,10,Tech Enthusiasts,21/08/21
964,NexGen Systems,Email,Men 18-24,Men,18-24,15 days,Google Ads,0.15,8373,2.81,Chicago,Spanish,503,7287,5,Outdoor Adventurers,22/08/21
965,DataTech Solutions,Email,Men 18-24,Men,18-24,45 days,Instagram,0.15,18524,2.39,New York,Mandarin,831,8015,10,Outdoor Adventurers,23/08/21
966,Alpha Innovations,Influencer,Men 18-24,Men,18-24,30 days,Instagram,0.02,13978,2.99,Miami,Mandarin,607,3336,5,Outdoor Adventurers,24/08/21
967,TechCorp,Influencer,Men 25-34,Men,25-34,15 days,Email,0.06,5741,4.79,New York,French,382,8295,1,Outdoor Adventurers,25/08/21
968,NexGen Systems,Search,Women 35-44,Women,35-44,15 days,Email,0.06,6396,5.39,New York,Spanish,274,1979,3,Health & Wellness,26/08/21
969,TechCorp,Search,Women 35-44,Women,35-44,45 days,Website,0.04,12814,4.27,Chicago,English,331,2872,3,Tech Enthusiasts,27/08/21
970,DataTech Solutions,Display,All Ages,All,All Ages,30 days,Instagram,0.04,18274,2.18,Miami,English,635,6238,2,Foodies,28/08/21
971,Innovate Industries,Email,Men 25-34,Men,25-34,45 days,Website,0.05,19721,4.99,Los Angeles,English,433,2208,5,Fashionistas,29/08/21
972,TechCorp,Email,All Ages,All,All Ages,60 days,Google Ads,0.02,17314,4.24,Miami,English,842,3939,5,Tech Enthusiasts,30/08/21
973,Innovate Industries,Influencer,Women 35-44,Women,35-44,45 days,Website,0.02,16570,3.1,Houston,Spanish,622,8302,7,Outdoor Adventurers,31/08/21
974,TechCorp,Social Media,Men 18-24,Men,18-24,45 days,YouTube,0.02,18208,4.82,Houston,German,936,5721,6,Tech Enthusiasts,09/01/21
975,Alpha Innovations,Influencer,Men 25-34,Men,25-34,60 days,Email,0.1,12124,6.24,Los Angeles,Spanish,188,5099,9,Foodies,09/02/21
976,Alpha Innovations,Email,Men 25-34,Men,25-34,45 days,Instagram,0.11,10237,7.71,Houston,Mandarin,436,9191,10,Fashionistas,09/03/21
977,Innovate Industries,Search,Men 18-24,Men,18-24,45 days,Email,0.04,17993,5.93,Chicago,English,230,6367,6,Fashionistas,09/04/21
978,Alpha Innovations,Influencer,Men 18-24,Men,18-24,30 days,Facebook,0.08,11835,4.1,Miami,German,275,2369,8,Fashionistas,09/05/21
979,Innovate Industries,Display,Women 35-44,Women,35-44,45 days,Instagram,0.09,12406,4.42,Chicago,Spanish,508,9319,6,Tech Enthusiasts,09/06/21
980,Innovate Industries,Influencer,All Ages,All,All Ages,30 days,Facebook,0.05,7650,7.29,Miami,German,417,7416,4,Fashionistas,09/07/21
981,Innovate Industries,Influencer,Women 35-44,Women,35-44,30 days,Facebook,0.13,12966,5.72,New York,German,645,4626,9,Fashionistas,09/08/21
982,DataTech Solutions,Social Media,Women 35-44,Women,35-44,15 days,Facebook,0.08,8540,7.02,Houston,Spanish,893,6718,9,Tech Enthusiasts,09/09/21
983,DataTech Solutions,Display,Men 25-34,Men,25-34,30 days,Google Ads,0.13,8376,2.56,New York,Mandarin,667,2519,9,Foodies,09/10/21
984,Alpha Innovations,Social Media,Women 35-44,Women,35-44,45 days,Instagram,0.09,9449,2.83,Houston,French,271,2500,9,Health & Wellness,09/11/21
985,DataTech Solutions,Search,Men 25-34,Men,25-34,30 days,Instagram,0.09,16313,7.6,Houston,English,218,7104,5,Outdoor Adventurers,09/12/21
986,DataTech Solutions,Social Media,All Ages,All,All Ages,45 days,Email,0.06,5879,2.08,Miami,English,744,9472,5,Tech Enthusiasts,13/09/21
987,Innovate Industries,Email,Men 25-34,Men,25-34,30 days,Google Ads,0.14,19480,4.3,Houston,English,346,2067,2,Outdoor Adventurers,14/09/21
988,DataTech Solutions,Display,Men 18-24,Men,18-24,30 days,Google Ads,0.12,7057,6.29,Miami,Mandarin,423,3670,6,Tech Enthusiasts,15/09/21
989,Alpha Innovations,Search,Men 18-24,Men,18-24,45 days,Email,0.05,11252,3.06,Miami,Spanish,254,7896,4,Health & Wellness,16/09/21
990,NexGen Systems,Search,Men 25-34,Men,25-34,45 days,Email,0.15,5524,6.85,Chicago,German,769,2472,5,Foodies,17/09/21
991,Alpha Innovations,Social Media,Women 35-44,Women,35-44,60 days,Website,0.14,7286,7.88,New York,Mandarin,813,6052,10,Tech Enthusiasts,18/09/21
992,Alpha Innovations,Search,Women 35-44,Women,35-44,45 days,Email,0.04,5825,7.61,Los Angeles,Mandarin,270,7351,3,Outdoor Adventurers,19/09/21
993,Innovate Industries,Email,Women 35-44,Women,35-44,15 days,Instagram,0.06,18805,2.96,Chicago,Mandarin,805,9184,4,Foodies,20/09/21
994,TechCorp,Influencer,Men 25-34,Men,25-34,15 days,YouTube,0.13,11366,7.68,Chicago,English,348,9167,1,Foodies,21/09/21
995,TechCorp,Email,Women 25-34,Women,25-34,30 days,YouTube,0.12,13546,2.66,Chicago,French,649,5014,4,Outdoor Adventurers,22/09/21
996,TechCorp,Email,All Ages,All,All Ages,15 days,Instagram,0.04,15454,4.93,Miami,German,217,4205,1,Health & Wellness,23/09/21
997,TechCorp,Influencer,Men 25-34,Men,25-34,60 days,YouTube,0.06,7306,5.07,Chicago,English,898,2677,6,Outdoor Adventurers,24/09/21
998,Innovate Industries,Influencer,Men 18-24,Men,18-24,60 days,YouTube,0.15,19289,2.96,New York,Mandarin,584,8542,5,Foodies,25/09/21
999,Innovate Industries,Display,Men 25-34,Men,25-34,15 days,YouTube,0.15,14377,7.86,Chicago,Spanish,327,8692,8,Health & Wellness,26/09/21
1000,DataTech Solutions,Search,Women 35-44,Women,35-44,30 days,Google Ads,0.04,5256,5.38,Chicago,German,795,3850,8,Outdoor Adventurers,27/09/21
1001,TechCorp,Display,Men 18-24,Men,18-24,30 days,YouTube,0.14,8237,6.12,New York,Spanish,686,2889,4,Outdoor Adventurers,28/09/21
1002,Alpha Innovations,Email,Women 35-44,Women,35-44,15 days,YouTube,0.12,6864,5.77,New York,French,522,5812,3,Outdoor Adventurers,29/09/21
1003,DataTech Solutions,Search,Men 25-34,Men,25-34,15 days,Facebook,0.14,11053,3.44,Houston,German,989,4891,9,Fashionistas,30/09/21
1004,DataTech Solutions,Search,Men 18-24,Men,18-24,15 days,Google Ads,0.14,9957,4.52,Miami,Mandarin,323,4469,10,Foodies,10/01/21
1005,NexGen Systems,Influencer,Men 25-34,Men,25-34,30 days,Website,0.03,6049,6.34,Houston,Mandarin,189,3005,9,Health & Wellness,10/02/21
1006,Innovate Industries,Influencer,Women 35-44,Women,35-44,45 days,Google Ads,0.12,7897,4.78,Houston,Spanish,598,5840,2,Tech Enthusiasts,10/03/21
1007,NexGen Systems,Influencer,Men 18-24,Men,18-24,30 days,Instagram,0.03,10589,6.2,Chicago,Spanish,808,4524,5,Tech Enthusiasts,10/04/21
1008,NexGen Systems,Email,Women 25-34,Women,25-34,15 days,Email,0.06,19957,6.6,Chicago,English,800,4302,3,Outdoor Adventurers,10/05/21
1009,NexGen Systems,Email,All Ages,All,All Ages,30 days,Facebook,0.14,14623,7.11,Los Angeles,Mandarin,114,1591,5,Health & Wellness,10/06/21
